game_id,game_datetime,game_date,game_type,status,away_name,home_name,away_id,home_id,doubleheader,game_num,home_probable_pitcher,away_probable_pitcher,home_pitcher_note,away_pitcher_note,away_score,home_score,current_inning,inning_state,venue_id,venue_name,national_broadcasts,series_status,winning_team,losing_team,winning_pitcher,losing_pitcher,save_pitcher,summary,losing_Team
719496,2023-02-24T18:05:00Z,2023-02-24,E,Final,Northeastern Huskies,Boston Red Sox,343,111,N,1,Oddanier Mosqueda,,,,3,5,7,Top,4309,JetBlue Park,[],,Boston Red Sox,Northeastern Huskies,Oddanier Mosqueda,James Quinlivan,Brendan Cellucci,2023-02-24 - Northeastern Huskies (3) @ Boston Red Sox (5) (Final),
718938,2023-02-24T20:05:00Z,2023-02-24,S,Final,Texas Rangers,Kansas City Royals,140,118,N,1,Daniel Lynch IV,Glenn Otto,,,5,6,9,Bottom,2603,Surprise Stadium,[],KC leads 1-0,Kansas City Royals,Texas Rangers,Ryan Weiss,Marc Church,,2023-02-24 - Texas Rangers (5) @ Kansas City Royals (6) (Final),
719395,2023-02-24T20:10:00Z,2023-02-24,S,Final,Seattle Mariners,San Diego Padres,136,135,N,1,Nick Martinez,Robbie Ray,,,3,2,9,Bottom,2530,Peoria Stadium,[],SEA wins Spring,Seattle Mariners,San Diego Padres,Prelander Berroa,Ryan Weathers,Riley O'Brien,2023-02-24 - Seattle Mariners (3) @ San Diego Padres (2) (Final),
719391,2023-02-25T18:05:00Z,2023-02-25,S,Final,New York Mets,Houston Astros,121,117,N,1,Brandon Bielak,Denyi Reyes,,,2,4,9,Top,5000,The Ballpark of the Palm Beaches,[],HOU wins Spring,Houston Astros,New York Mets,Matt Ruppenthal,Zach Muckenhirn,Tyler Brown,2023-02-25 - New York Mets (2) @ Houston Astros (4) (Final),
719389,2023-02-25T18:05:00Z,2023-02-25,S,Final,Washington Nationals,St. Louis Cardinals,120,138,N,1,Adam Wainwright,MacKenzie Gore,,,3,2,9,Bottom,2520,Roger Dean Chevrolet Stadium,[],WSH wins Spring,Washington Nationals,St. Louis Cardinals,Matt Cronin,Kodi Whitley,Gerardo Carrillo,2023-02-25 - Washington Nationals (3) @ St. Louis Cardinals (2) (Final),
719388,2023-02-25T18:05:00Z,2023-02-25,S,Final,Toronto Blue Jays,Pittsburgh Pirates,141,134,N,1,Mitch Keller,Yusei Kikuchi,,,9,7,9,Bottom,2526,LECOM Park,[],TOR wins Spring,Toronto Blue Jays,Pittsburgh Pirates,Trent Thornton,Jarlín García,Jackson Rees,2023-02-25 - Toronto Blue Jays (9) @ Pittsburgh Pirates (7) (Final),
719393,2023-02-25T18:05:00Z,2023-02-25,S,Final,Minnesota Twins,Baltimore Orioles,142,110,N,1,Drew Rom,Louis Varland,,,5,10,9,Top,2508,Ed Smith Stadium,[],BAL wins Spring,Baltimore Orioles,Minnesota Twins,Ofreidy Gómez,Brock Stewart,,2023-02-25 - Minnesota Twins (5) @ Baltimore Orioles (10) (Final),
719394,2023-02-25T18:05:00Z,2023-02-25,S,Final,Tampa Bay Rays,Minnesota Twins,139,142,N,1,Kenta Maeda,Cooper Criswell,,,4,8,9,Top,2862,Hammond Stadium,[],MIN wins Spring,Minnesota Twins,Tampa Bay Rays,Jhoan Duran,Josh Fleming,,2023-02-25 - Tampa Bay Rays (4) @ Minnesota Twins (8) (Final),
719392,2023-02-25T18:05:00Z,2023-02-25,S,Final,Philadelphia Phillies,Detroit Tigers,143,116,N,1,Garrett Hill,Michael Plassmeyer,,,2,4,9,Top,2511,Publix Field at Joker Marchant Stadium,[],DET wins Spring,Detroit Tigers,Philadelphia Phillies,Zach Logue,Jakob Hernandez,Angel De Jesus,2023-02-25 - Philadelphia Phillies (2) @ Detroit Tigers (4) (Final),
719396,2023-02-25T18:05:00Z,2023-02-25,S,Final: Tied,Boston Red Sox,Atlanta Braves,111,144,N,1,Kolby Allard,Matt Dermody,,,6,6,9,Bottom,5380,CoolToday Park,['MLBN (out-of-market only)'],,,,,,,2023-02-25 - Boston Red Sox @ Atlanta Braves (Final: Tied),
719386,2023-02-25T18:05:00Z,2023-02-25,S,Final,New York Yankees,Philadelphia Phillies,147,143,N,1,Nick Nelson,Ryan Weber,,,4,7,9,Top,2700,BayCare Ballpark,[],PHI wins Spring,Philadelphia Phillies,New York Yankees,Andrew Baker,D.J. Snelten,Jesus Cruz,2023-02-25 - New York Yankees (4) @ Philadelphia Phillies (7) (Final),
719381,2023-02-25T20:05:00Z,2023-02-25,S,Final,Cleveland Guardians,Cincinnati Reds,114,113,N,1,Brandon Williamson,Cal Quantrill,,,3,4,9,Bottom,3834,Goodyear Ballpark,[],CIN wins Spring,Cincinnati Reds,Cleveland Guardians,Ricky Karcher,Aaron Pinto,,2023-02-25 - Cleveland Guardians (3) @ Cincinnati Reds (4) (Final),
719383,2023-02-25T20:05:00Z,2023-02-25,S,Final,Arizona Diamondbacks,Oakland Athletics,109,133,N,1,JP Sears,Drey Jameson,,,7,12,9,Top,2507,Hohokam Stadium,[],OAK wins Spring,Oakland Athletics,Arizona Diamondbacks,Kirby Snead,Conor Grammes,,2023-02-25 - Arizona Diamondbacks (7) @ Oakland Athletics (12) (Final),
719385,2023-02-25T20:05:00Z,2023-02-25,S,Final,San Francisco Giants,Chicago Cubs,137,112,N,1,Marcus Stroman,Tristan Beck,,,8,10,9,Top,4629,Sloan Park,[],CHC wins Spring,Chicago Cubs,San Francisco Giants,Roenis Elías,Drew Strotman,Eric Stout,2023-02-25 - San Francisco Giants (8) @ Chicago Cubs (10) (Final),
719375,2023-02-25T20:05:00Z,2023-02-25,S,Final,Kansas City Royals,Texas Rangers,118,140,N,1,Nathan Eovaldi,Mike Mayers,,,10,5,9,Bottom,2603,Surprise Stadium,[],KC wins 2-0,Kansas City Royals,Texas Rangers,Scott Barlow,Dane Dunning,,2023-02-25 - Kansas City Royals (10) @ Texas Rangers (5) (Final),
719380,2023-02-25T20:05:00Z,2023-02-25,S,Final,San Diego Padres,Chicago White Sox,135,145,N,1,Lance Lynn,Seth Lugo,,,6,2,9,Bottom,3809,Camelback Ranch,[],SD wins Spring,San Diego Padres,Chicago White Sox,Aaron Brooks,Kendall Graveman,,2023-02-25 - San Diego Padres (6) @ Chicago White Sox (2) (Final),
719390,2023-02-25T20:10:00Z,2023-02-25,S,Final,Colorado Rockies,Arizona Diamondbacks,115,109,N,1,Ryne Nelson,Noah Davis,,,12,5,9,Bottom,4249,Salt River Fields at Talking Stick,[],COL wins Spring,Colorado Rockies,Arizona Diamondbacks,Noah Davis,Ryne Nelson,,2023-02-25 - Colorado Rockies (12) @ Arizona Diamondbacks (5) (Final),
719384,2023-02-25T20:10:00Z,2023-02-25,S,Final,Los Angeles Angels,Seattle Mariners,108,136,N,1,Marco Gonzales,Tucker Davidson,,,5,1,9,Bottom,2530,Peoria Stadium,[],LAA wins Spring,Los Angeles Angels,Seattle Mariners,Tucker Davidson,Marco Gonzales,,2023-02-25 - Los Angeles Angels (5) @ Seattle Mariners (1) (Final),
719382,2023-02-25T20:10:00Z,2023-02-25,S,Final,Los Angeles Dodgers,Milwaukee Brewers,119,158,N,1,Robert Stock,Michael Grove,,,4,7,9,Top,2518,American Family Fields of Phoenix,[],MIL wins Spring,Milwaukee Brewers,Los Angeles Dodgers,Elvis Peguero,Justin Bruihl,Matt Hardy,2023-02-25 - Los Angeles Dodgers (4) @ Milwaukee Brewers (7) (Final),
719387,2023-02-25T23:10:00Z,2023-02-25,S,Final,Miami Marlins,New York Mets,146,121,N,1,José Buttó,Braxton Garrett,,,2,5,9,Top,2856,Clover Park,[],,New York Mets,Miami Marlins,Jeff Brigham,JT Chargois,Nate Lavender,2023-02-25 - Miami Marlins (2) @ New York Mets (5) (Final),
719377,2023-02-26T18:05:00Z,2023-02-26,S,Final,Baltimore Orioles,Detroit Tigers,110,116,N,1,Eduardo Rodriguez,Dean Kremer,,,10,6,9,Bottom,2511,Publix Field at Joker Marchant Stadium,[],BAL wins Spring,Baltimore Orioles,Detroit Tigers,Yennier Cano,Jace Fry,Nolan Hoffman,2023-02-26 - Baltimore Orioles (10) @ Detroit Tigers (6) (Final),
719371,2023-02-26T18:05:00Z,2023-02-26,S,Final,Houston Astros,Washington Nationals,117,120,N,1,Trevor Williams,José Urquidy,,,2,3,9,Bottom,5000,The Ballpark of the Palm Beaches,[],WSH wins Spring,Washington Nationals,Houston Astros,Jordan Weems,Jimmy Endersby,,2023-02-26 - Houston Astros (2) @ Washington Nationals (3) (Final),
719378,2023-02-26T18:05:00Z,2023-02-26,S,Final,Tampa Bay Rays,Boston Red Sox,139,111,N,1,Josh Winckowski,Taj Bradley,,,6,7,9,Bottom,4309,JetBlue Park,[],BOS wins Spring,Boston Red Sox,Tampa Bay Rays,Ryan Zeferjahn,Anthony Molina,,2023-02-26 - Tampa Bay Rays (6) @ Boston Red Sox (7) (Final),
719373,2023-02-26T18:05:00Z,2023-02-26,S,Final,Minnesota Twins,Philadelphia Phillies,142,143,N,1,Andrew Bellatti,Joe Ryan,,,8,10,9,Top,2700,BayCare Ballpark,[],PHI wins Spring,Philadelphia Phillies,Minnesota Twins,Taylor Lehman,Trevor Megill,Erubiel Armenta,2023-02-26 - Minnesota Twins (8) @ Philadelphia Phillies (10) (Final),
719374,2023-02-26T18:05:00Z,2023-02-26,S,Final,Atlanta Braves,New York Yankees,144,147,N,1,Clarke Schmidt,Bryce Elder,,,0,7,9,Top,2523,George M. Steinbrenner Field,[],NYY wins Spring,New York Yankees,Atlanta Braves,Clarke Schmidt,Bryce Elder,,2023-02-26 - Atlanta Braves (0) @ New York Yankees (7) (Final),
719372,2023-02-26T18:07:00Z,2023-02-26,S,Final,New York Yankees,Toronto Blue Jays,147,141,N,1,Tim Mayza,Jhony Brito,,,9,5,9,Bottom,2536,TD Ballpark,['MLBN (out-of-market only)'],NYY wins Spring,New York Yankees,Toronto Blue Jays,Jhony Brito,Tim Mayza,,2023-02-26 - New York Yankees (9) @ Toronto Blue Jays (5) (Final),
719379,2023-02-26T18:10:00Z,2023-02-26,S,Final,Washington Nationals,New York Mets,120,121,N,1,Max Scherzer,Josiah Gray,,,3,6,9,Top,2856,Clover Park,[],,New York Mets,Washington Nationals,Sam Coonrod,Francisco Pérez,,2023-02-26 - Washington Nationals (3) @ New York Mets (6) (Final),
719376,2023-02-26T18:10:00Z,2023-02-26,S,Final,St. Louis Cardinals,Miami Marlins,138,146,N,1,Johnny Cueto,Miles Mikolas,,,8,2,9,Bottom,2520,Roger Dean Chevrolet Stadium,[],STL wins Spring,St. Louis Cardinals,Miami Marlins,Miles Mikolas,Johnny Cueto,,2023-02-26 - St. Louis Cardinals (8) @ Miami Marlins (2) (Final),
719366,2023-02-26T20:05:00Z,2023-02-26,S,Final,Chicago Cubs,Los Angeles Dodgers,112,119,N,1,Robbie Erlin,Javier Assad,,,4,9,9,Top,3809,Camelback Ranch,[],LAD wins Spring,Los Angeles Dodgers,Chicago Cubs,Adam Kolarek,Bailey Horn,,2023-02-26 - Chicago Cubs (4) @ Los Angeles Dodgers (9) (Final),
719368,2023-02-26T20:05:00Z,2023-02-26,S,Final,Seattle Mariners,Kansas City Royals,136,118,N,1,Brad Keller,Easton McGee,,,7,8,9,Top,2603,Surprise Stadium,[],KC wins Spring,Kansas City Royals,Seattle Mariners,Alec Marsh,Travis Kuhn,Jonah Dipoto,2023-02-26 - Seattle Mariners (7) @ Kansas City Royals (8) (Final),
719358,2023-02-26T20:05:00Z,2023-02-26,S,Final,Cincinnati Reds,San Francisco Giants,113,137,N,1,Sean Manaea,Luke Weaver,,,6,7,9,Bottom,2532,Scottsdale Stadium,[],SF wins Spring,San Francisco Giants,Cincinnati Reds,Jorge Guzmán,Ben Lively,,2023-02-26 - Cincinnati Reds (6) @ San Francisco Giants (7) (Final),
719370,2023-02-26T20:05:00Z,2023-02-26,S,Final,Texas Rangers,Cleveland Guardians,140,114,N,1,Zach Plesac,Jon Gray,,,13,4,9,Bottom,3834,Goodyear Ballpark,[],TEX wins Spring,Texas Rangers,Cleveland Guardians,Jon Gray,Zach Plesac,,2023-02-26 - Texas Rangers (13) @ Cleveland Guardians (4) (Final),
719363,2023-02-26T20:10:00Z,2023-02-26,S,Final,Arizona Diamondbacks,San Diego Padres,109,135,N,1,Julio Teheran,Tommy Henry,,,6,18,9,Top,2530,Peoria Stadium,[],SD wins Spring,San Diego Padres,Arizona Diamondbacks,Julio Teheran,Tommy Henry,,2023-02-26 - Arizona Diamondbacks (6) @ San Diego Padres (18) (Final),
719367,2023-02-26T20:10:00Z,2023-02-26,S,Final,Chicago White Sox,Los Angeles Angels,145,108,N,1,Reid Detmers,Tanner Banks,,,0,7,9,Top,2500,Tempe Diablo Stadium,[],LAA wins Spring,Los Angeles Angels,Chicago White Sox,Reid Detmers,Tanner Banks,,2023-02-26 - Chicago White Sox (0) @ Los Angeles Angels (7) (Final),
719365,2023-02-26T20:10:00Z,2023-02-26,S,Final,Milwaukee Brewers,Colorado Rockies,158,115,N,1,Kyle Freeland,Robert Gasser,,,6,12,9,Top,4249,Salt River Fields at Talking Stick,[],COL wins Spring,Colorado Rockies,Milwaukee Brewers,Phillips Valdez,Carlos Rodriguez,,2023-02-26 - Milwaukee Brewers (6) @ Colorado Rockies (12) (Final),
719364,2023-02-26T20:10:00Z,2023-02-26,S,Final,Oakland Athletics,Milwaukee Brewers,133,158,N,1,Janson Junk,Kyle Muller,,,11,4,9,Bottom,2518,American Family Fields of Phoenix,[],OAK wins Spring,Oakland Athletics,Milwaukee Brewers,Kyle Muller,Janson Junk,,2023-02-26 - Oakland Athletics (11) @ Milwaukee Brewers (4) (Final),
719351,2023-02-27T18:05:00Z,2023-02-27,S,Final,New York Mets,St. Louis Cardinals,121,138,N,1,Connor Thomas,David Peterson,,,7,12,9,Top,2520,Roger Dean Chevrolet Stadium,['ESPN'],STL wins Spring,St. Louis Cardinals,New York Mets,Jake Walsh,Jose Chacin,,2023-02-27 - New York Mets (7) @ St. Louis Cardinals (12) (Final),
719360,2023-02-27T18:05:00Z,2023-02-27,S,Final,Tampa Bay Rays,Baltimore Orioles,139,110,N,1,Bruce Zimmermann,Elvin Rodríguez,,,14,2,9,Bottom,2508,Ed Smith Stadium,[],TB wins Spring,Tampa Bay Rays,Baltimore Orioles,Elvin Rodríguez,Bruce Zimmermann,,2023-02-27 - Tampa Bay Rays (14) @ Baltimore Orioles (2) (Final),
719357,2023-02-27T18:05:00Z,2023-02-27,S,Final,Minnesota Twins,Boston Red Sox,142,111,N,1,Kutter Crawford,Pablo López,,,1,4,9,Top,4309,JetBlue Park,[],BOS wins Spring,Boston Red Sox,Minnesota Twins,Joe Jacques,Simeon Woods Richardson,Jake Thompson,2023-02-27 - Minnesota Twins (1) @ Boston Red Sox (4) (Final),
719356,2023-02-27T18:05:00Z,2023-02-27,S,Final,Philadelphia Phillies,Pittsburgh Pirates,143,134,N,1,JT Brubaker,Aaron Nola,,,9,7,9,Bottom,2526,LECOM Park,[],PHI wins Spring,Philadelphia Phillies,Pittsburgh Pirates,Aaron Nola,JT Brubaker,Andrew Schultz,2023-02-27 - Philadelphia Phillies (9) @ Pittsburgh Pirates (7) (Final),
719359,2023-02-27T18:05:00Z,2023-02-27,S,Final,Toronto Blue Jays,Atlanta Braves,141,144,N,1,Max Fried,Drew Hutchison,,,0,7,9,Top,5380,CoolToday Park,[],ATL wins Spring,Atlanta Braves,Toronto Blue Jays,Max Fried,Drew Hutchison,,2023-02-27 - Toronto Blue Jays (0) @ Atlanta Braves (7) (Final),
719361,2023-02-27T18:05:00Z,2023-02-27,S,Final,Miami Marlins,Houston Astros,146,117,N,1,Forrest Whitley,Jesús Luzardo,,,4,3,9,Bottom,5000,The Ballpark of the Palm Beaches,[],MIA wins Spring,Miami Marlins,Houston Astros,Devin Smeltzer,Shawn Dubin,Enrique Burgos,2023-02-27 - Miami Marlins (4) @ Houston Astros (3) (Final),
719354,2023-02-27T20:05:00Z,2023-02-27,S,Final,Cleveland Guardians,Chicago Cubs,114,112,N,1,Jameson Taillon,Shane Bieber,,,12,4,9,Bottom,4629,Sloan Park,[],CLE wins Spring,Cleveland Guardians,Chicago Cubs,Konnor Pilkington,Rowan Wick,,2023-02-27 - Cleveland Guardians (12) @ Chicago Cubs (4) (Final),
719350,2023-02-27T20:05:00Z,2023-02-27,S,Final,Colorado Rockies,Oakland Athletics,115,133,N,1,Drew Rucinski,Peter Lambert,,,7,3,9,Bottom,2507,Hohokam Stadium,['MLB.TV'],COL wins Spring,Colorado Rockies,Oakland Athletics,Peter Lambert,Drew Rucinski,,2023-02-27 - Colorado Rockies (7) @ Oakland Athletics (3) (Final),
719352,2023-02-27T20:05:00Z,2023-02-27,S,Final,Texas Rangers,Cincinnati Reds,140,113,N,1,Hunter Greene,Martín Pérez,,,13,2,9,Bottom,3834,Goodyear Ballpark,[],TEX wins Spring,Texas Rangers,Cincinnati Reds,Martín Pérez,Hunter Greene,,2023-02-27 - Texas Rangers (13) @ Cincinnati Reds (2) (Final),
719353,2023-02-27T20:05:00Z,2023-02-27,S,Final,Seattle Mariners,Chicago White Sox,136,145,N,1,Jesse Scholtens,Chris Flexen,,,1,10,9,Top,3809,Camelback Ranch,['MLBN (out-of-market only)'],CWS wins Spring,Chicago White Sox,Seattle Mariners,Sean Burke,Kelvin Nunez,,2023-02-27 - Seattle Mariners (1) @ Chicago White Sox (10) (Final),
719345,2023-02-27T20:05:00Z,2023-02-27,S,Final,Milwaukee Brewers,Kansas City Royals,158,118,N,1,Zack Greinke,Adrian Houser,,,10,4,9,Bottom,2603,Surprise Stadium,[],MIL wins Spring,Milwaukee Brewers,Kansas City Royals,Colin Rea,Jackson Kowar,,2023-02-27 - Milwaukee Brewers (10) @ Kansas City Royals (4) (Final),
719355,2023-02-27T20:10:00Z,2023-02-27,S,Final,Chicago Cubs,Arizona Diamondbacks,112,109,N,1,Brandon Pfaadt,Caleb Kilian,,,0,3,9,Bottom,4249,Salt River Fields at Talking Stick,[],AZ wins Spring,Arizona Diamondbacks,Chicago Cubs,Raffi Vizcaíno,Jordan Holloway,,2023-02-27 - Chicago Cubs (0) @ Arizona Diamondbacks (3) (Final),
719349,2023-02-27T20:10:00Z,2023-02-27,S,Final,Los Angeles Dodgers,San Diego Padres,119,135,N,1,Nabil Crismatt,Ryan Pepiot,,,7,6,9,Bottom,2530,Peoria Stadium,[],LAD wins Spring,Los Angeles Dodgers,San Diego Padres,Marshall Kasowski,Jake Sanchez,Tanner Dodson,2023-02-27 - Los Angeles Dodgers (7) @ San Diego Padres (6) (Final),
719346,2023-02-27T20:10:00Z,2023-02-27,S,Final,San Francisco Giants,Los Angeles Angels,137,108,N,1,Patrick Sandoval,Logan Webb,,,8,6,9,Bottom,2500,Tempe Diablo Stadium,[],SF wins Spring,San Francisco Giants,Los Angeles Angels,Keaton Winn,Jaime Barria,Aaron Fletcher,2023-02-27 - San Francisco Giants (8) @ Los Angeles Angels (6) (Final),
719362,2023-02-27T23:35:00Z,2023-02-27,S,Final,Detroit Tigers,New York Yankees,116,147,N,1,Luis Severino,Beau Brieske,,,5,8,9,Top,2523,George M. Steinbrenner Field,['MLBN (out-of-market only)'],NYY wins Spring,New York Yankees,Detroit Tigers,James Norwood,Edwin Uceta,Chase Hampton,2023-02-27 - Detroit Tigers (5) @ New York Yankees (8) (Final),
719466,2023-02-28T01:40:00Z,2023-02-27,E,Final,West Virginia Mountaineers,Arizona Diamondbacks,5327,109,N,1,,,,,0,6,7,Top,4249,Salt River Fields at Talking Stick,[],,Arizona Diamondbacks,West Virginia Mountaineers,Blake Walston,Gavin Van Kempen,,2023-02-27 - West Virginia Mountaineers (0) @ Arizona Diamondbacks (6) (Final),
719342,2023-02-28T18:05:00Z,2023-02-28,S,Final,Baltimore Orioles,Pittsburgh Pirates,110,134,N,1,Luis L. Ortiz,Kyle Bradish,,,4,7,9,Top,2526,LECOM Park,[],PIT wins Spring,Pittsburgh Pirates,Baltimore Orioles,David Bednar,Bryan Baker,Cam Alldred,2023-02-28 - Baltimore Orioles (4) @ Pittsburgh Pirates (7) (Final),
719334,2023-02-28T18:05:00Z,2023-02-28,S,Final,St. Louis Cardinals,Washington Nationals,138,120,N,1,Patrick Corbin,Matthew Liberatore,,,5,3,9,Bottom,5000,The Ballpark of the Palm Beaches,[],STL wins Spring,St. Louis Cardinals,Washington Nationals,Matthew Liberatore,Patrick Corbin,Andrew Suárez,2023-02-28 - St. Louis Cardinals (5) @ Washington Nationals (3) (Final),
719343,2023-02-28T18:05:00Z,2023-02-28,S,Final,Toronto Blue Jays,Philadelphia Phillies,141,143,N,1,Zack Wheeler,José Berríos,,,2,7,9,Top,2700,BayCare Ballpark,[],PHI wins Spring,Philadelphia Phillies,Toronto Blue Jays,Yunior Marte,Thomas Hatch,,2023-02-28 - Toronto Blue Jays (2) @ Philadelphia Phillies (7) (Final),
719347,2023-02-28T18:05:00Z,2023-02-28,S,Final,Atlanta Braves,Minnesota Twins,144,142,N,1,Tyler Mahle,Ian Anderson,,,7,10,9,Top,2862,Hammond Stadium,[],MIN wins Spring,Minnesota Twins,Atlanta Braves,Tyler Mahle,Ian Anderson,Blayne Enlow,2023-02-28 - Atlanta Braves (7) @ Minnesota Twins (10) (Final),
719341,2023-02-28T18:05:00Z,2023-02-28,S,Final,New York Yankees,Tampa Bay Rays,147,139,N,1,Jeffrey Springs,Sean Boyle,,,0,12,9,Top,2504,The Stadium at the ESPN Wide World of Sports,[],TB wins Spring,Tampa Bay Rays,New York Yankees,Jeffrey Springs,Sean Boyle,,2023-02-28 - New York Yankees (0) @ Tampa Bay Rays (12) (Final),
719340,2023-02-28T18:07:00Z,2023-02-28,S,Final,Detroit Tigers,Toronto Blue Jays,116,141,N,1,Chris Bassitt,Joey Wentz,,,4,6,9,Top,2536,TD Ballpark,[],TOR wins Spring,Toronto Blue Jays,Detroit Tigers,Chris Bassitt,Joey Wentz,Jimmy Burnette,2023-02-28 - Detroit Tigers (4) @ Toronto Blue Jays (6) (Final),
719344,2023-02-28T18:10:00Z,2023-02-28,S,Final,Houston Astros,New York Mets,117,121,N,1,Jose Quintana,Luis Garcia,,,8,4,9,Bottom,2856,Clover Park,['ESPN'],,Houston Astros,New York Mets,Luis Garcia,Jose Quintana,,2023-02-28 - Houston Astros (8) @ New York Mets (4) (Final),
719338,2023-02-28T20:05:00Z,2023-02-28,S,Final,Kansas City Royals,Cleveland Guardians,118,114,N,1,Triston McKenzie,Jordan Lyles,,,12,6,9,Bottom,3834,Goodyear Ballpark,[],KC wins Spring,Kansas City Royals,Cleveland Guardians,Evan Sisk,Juan Zapata,,2023-02-28 - Kansas City Royals (12) @ Cleveland Guardians (6) (Final),
719337,2023-02-28T20:05:00Z,2023-02-28,S,Final,Cincinnati Reds,Los Angeles Dodgers,113,119,N,1,Julio Urías,Nick Lodolo,,,7,1,9,Bottom,3809,Camelback Ranch,['MLBN (out-of-market only)'],CIN wins Spring,Cincinnati Reds,Los Angeles Dodgers,Nick Lodolo,Julio Urías,,2023-02-28 - Cincinnati Reds (7) @ Los Angeles Dodgers (1) (Final),
719335,2023-02-28T20:05:00Z,2023-02-28,S,Final,Los Angeles Angels,Oakland Athletics,108,133,N,1,Shintaro Fujinami,Shohei Ohtani,,,11,5,9,Bottom,2507,Hohokam Stadium,['MLB.TV'],LAA wins Spring,Los Angeles Angels,Oakland Athletics,Kolton Ingram,Ken Waldichuk,,2023-02-28 - Los Angeles Angels (11) @ Oakland Athletics (5) (Final),
719328,2023-02-28T20:05:00Z,2023-02-28,S,Final,San Diego Padres,San Francisco Giants,135,137,N,1,Alex Cobb,Jay Groome,,,7,5,9,Bottom,2532,Scottsdale Stadium,[],SD wins Spring,San Diego Padres,San Francisco Giants,Efrain Contreras,Erik Miller,Angel Sánchez,2023-02-28 - San Diego Padres (7) @ San Francisco Giants (5) (Final),
719333,2023-02-28T20:05:00Z,2023-02-28,S,Final,Colorado Rockies,Texas Rangers,115,140,N,1,Cody Bradford,Austin Gomber,,,4,6,9,Top,2603,Surprise Stadium,[],TEX wins Spring,Texas Rangers,Colorado Rockies,Jack Leiter,Karl Kauffmann,Kyle Cody,2023-02-28 - Colorado Rockies (4) @ Texas Rangers (6) (Final),
719329,2023-02-28T20:10:00Z,2023-02-28,S,Final,Cleveland Guardians,Seattle Mariners,114,136,N,1,Luis Castillo,Logan Allen,,,8,9,9,Top,2530,Peoria Stadium,[],SEA wins Spring,Seattle Mariners,Cleveland Guardians,Blake Weiman,Ross Carver,Riley O'Brien,2023-02-28 - Cleveland Guardians (8) @ Seattle Mariners (9) (Final),
719339,2023-02-28T20:10:00Z,2023-02-28,S,Final,Chicago White Sox,Arizona Diamondbacks,145,109,N,1,Zach Davies,Jonathan Stiever,,,4,1,9,Bottom,4249,Salt River Fields at Talking Stick,[],CWS wins Spring,Chicago White Sox,Arizona Diamondbacks,Bryan Shaw,Tyler Gilbert,J.B. Olson,2023-02-28 - Chicago White Sox (4) @ Arizona Diamondbacks (1) (Final),
719336,2023-02-28T20:10:00Z,2023-02-28,S,Final,Chicago Cubs,Milwaukee Brewers,112,158,N,1,Robert Stock,Drew Smyly,,,3,6,9,Top,2518,American Family Fields of Phoenix,[],MIL wins Spring,Milwaukee Brewers,Chicago Cubs,Robert Stock,Drew Smyly,,2023-02-28 - Chicago Cubs (3) @ Milwaukee Brewers (6) (Final),
719348,2023-02-28T23:40:00Z,2023-02-28,S,Final,Boston Red Sox,Miami Marlins,111,146,N,1,Trevor Rogers,Corey Kluber,,,7,2,9,Bottom,2520,Roger Dean Chevrolet Stadium,['MLBN (out-of-market only)'],BOS wins Spring,Boston Red Sox,Miami Marlins,Corey Kluber,JT Chargois,,2023-02-28 - Boston Red Sox (7) @ Miami Marlins (2) (Final),
719327,2023-03-01T18:05:00Z,2023-03-01,S,Final: Tied,Boston Red Sox,Houston Astros,111,117,N,1,Hunter Brown,Richard Bleier,,,4,4,9,Bottom,5000,The Ballpark of the Palm Beaches,[],,,,,,,2023-03-01 - Boston Red Sox @ Houston Astros (Final: Tied),
719330,2023-03-01T18:05:00Z,2023-03-01,S,Final,Pittsburgh Pirates,Detroit Tigers,134,116,N,1,Matt Manning,Johan Oviedo,,,7,8,9,Bottom,2511,Publix Field at Joker Marchant Stadium,[],DET wins Spring,Detroit Tigers,Pittsburgh Pirates,Kervin Castro,Osvaldo Bido,,2023-03-01 - Pittsburgh Pirates (7) @ Detroit Tigers (8) (Final),
719331,2023-03-01T18:05:00Z,2023-03-01,S,Final,Toronto Blue Jays,Baltimore Orioles,141,110,N,1,Cole Irvin,Yusei Kikuchi,,,2,1,9,Bottom,2508,Ed Smith Stadium,[],TOR wins Spring,Toronto Blue Jays,Baltimore Orioles,Zach Thompson,Austin Voth,Hayden Juenger,2023-03-01 - Toronto Blue Jays (2) @ Baltimore Orioles (1) (Final),
719324,2023-03-01T18:05:00Z,2023-03-01,S,Final: Tied,Philadelphia Phillies,Minnesota Twins,143,142,N,1,Bailey Ober,Andrew Painter,,,4,4,9,Bottom,2862,Hammond Stadium,[],,,,,,,2023-03-01 - Philadelphia Phillies @ Minnesota Twins (Final: Tied),
719332,2023-03-01T18:05:00Z,2023-03-01,S,Final: Tied,Tampa Bay Rays,Atlanta Braves,139,144,N,1,Jesse Chavez,Shane McClanahan,,,3,3,9,Bottom,5380,CoolToday Park,[],,,,,,,2023-03-01 - Tampa Bay Rays @ Atlanta Braves (Final: Tied),
